Date,Close,Next Day Close,Daily Return
2021-05-24,149.026611328125,148.61593627929688,-0.0027557162118106923
2021-05-25,148.61593627929688,147.73342895507812,-0.005938174238328227
2021-05-26,147.73342895507812,147.50621032714844,-0.001538031233261219
2021-05-27,147.50621032714844,147.8907012939453,0.002606608670537512
2021-05-28,147.8907012939453,144.64015197753906,-0.021979402950733917
2021-06-01,144.64015197753906,145.22560119628906,0.0040476258545477295
2021-06-02,145.22560119628906,145.0858154296875,-0.0009625421788588501
2021-06-03,145.0858154296875,145.0246124267578,-0.00042184001756772786
2021-06-04,145.0246124267578,144.03724670410156,-0.0068082631364031546
2021-06-07,144.03724670410156,142.77024841308594,-0.00879632400651509
2021-06-08,142.77024841308594,144.6925811767578,0.013464519289129983
2021-06-09,144.6925811767578,145.9945526123047,0.008998190680947038
2021-06-10,145.9945526123047,144.14208984375,-0.012688574576299353
2021-06-11,144.14208984375,144.50035095214844,0.0024854718617358224
2021-06-14,144.50035095214844,143.73141479492188,-0.005321344565323562
2021-06-15,143.73141479492188,143.678955078125,-0.0003649843485623884
2021-06-16,143.678955078125,144.3692626953125,0.004804514459422031
2021-06-17,144.3692626953125,141.53811645507812,-0.019610450225886613
2021-06-18,141.53811645507812,143.16342163085938,0.011483162391079969
2021-06-21,143.16342163085938,142.97119140625,-0.0013427328183384178
2021-06-22,142.97119140625,142.1061248779297,-0.006050635235054046
2021-06-23,142.1061248779297,142.7527313232422,0.004550165912045946
2021-06-24,142.7527313232422,143.4867401123047,0.005141819580323455
2021-06-25,143.4867401123047,143.32073974609375,-0.00115690387892994
2021-06-28,143.32073974609375,143.32945251464844,6.0792098688040504e-05
2021-06-29,143.32945251464844,143.94984436035156,0.004328432396961261
2021-06-30,143.94984436035156,145.01588439941406,0.007405635232184536
2021-07-01,145.01588439941406,147.65475463867188,0.01819711164874622
2021-07-02,147.65475463867188,146.772216796875,-0.005977036391117552
2021-07-06,146.772216796875,148.030517578125,0.008573153752875599
2021-07-07,148.030517578125,147.74215698242188,-0.0019479807300608741
2021-07-08,147.74215698242188,148.32757568359375,0.0039624350498790074
2021-07-09,148.32757568359375,148.09165954589844,-0.0015905076086361652
2021-07-12,148.09165954589844,147.90817260742188,-0.0012390092665528804
2021-07-13,147.90817260742188,148.91302490234375,0.0067937577566383415
2021-07-14,148.91302490234375,147.12173461914062,-0.012029104132280184
2021-07-15,147.12173461914062,146.8858184814453,-0.0016035437476728859
2021-07-16,146.8858184814453,145.8197784423828,-0.0072576103675874104
2021-07-19,145.8197784423828,147.19161987304688,0.009407787100747193
2021-07-20,147.19161987304688,148.1004180908203,0.006174252437450434
2021-07-21,148.1004180908203,148.528564453125,0.0028909193358396417
2021-07-22,148.528564453125,150.11012268066406,0.010648175543622088
2021-07-23,150.11012268066406,150.18006896972656,0.0004659665038799539
2021-07-26,150.18006896972656,150.87034606933594,0.004596329621799027
2021-07-27,150.87034606933594,150.450927734375,-0.0027799918664479246
2021-07-28,150.450927734375,150.450927734375,0.0
2021-07-29,150.450927734375,150.46839904785156,0.00011612632596994387
2021-07-30,150.46839904785156,150.52955627441406,0.0004064456520405387
2021-08-02,150.52955627441406,152.38201904296875,0.012306305913621801
2021-08-03,152.38201904296875,151.48196411132812,-0.0059065691430878545
2021-08-04,151.48196411132812,151.77037048339844,0.0019038990797502135
2021-08-05,151.77037048339844,151.2635498046875,-0.0033393914576124503
2021-08-06,151.2635498046875,151.78785705566406,0.0034661837015827774
2021-08-09,151.78785705566406,151.8402862548828,0.00034541102454278025
2021-08-10,151.8402862548828,151.866455078125,0.000172344401394633
2021-08-11,151.866455078125,153.0897979736328,0.008055385864366726
2021-08-12,153.0897979736328,154.0072784423828,0.005993086939131116
2021-08-13,154.0072784423828,155.39662170410156,0.009021283122268348
2021-08-16,155.39662170410156,156.8209228515625,0.009165586303240363
2021-08-17,156.8209228515625,154.82867431640625,-0.012703971504121269
2021-08-18,154.82867431640625,156.03453063964844,0.007788326862360858
2021-08-19,156.03453063964844,156.79473876953125,0.0048720506080699765
2021-08-20,156.79473876953125,156.1178741455078,-0.004316883521317282
2021-08-23,156.1178741455078,154.16650390625,-0.012499339040698575
2021-08-24,154.16650390625,153.14688110351562,-0.0066137765136998665
2021-08-25,153.14688110351562,152.32943725585938,-0.005337646067396699
2021-08-26,152.32943725585938,152.0041961669922,-0.002135116460260389
2021-08-27,152.0041961669922,152.6458740234375,0.004221448306205728
2021-08-30,152.6458740234375,152.1800079345703,-0.003051940262700174
2021-08-31,152.1800079345703,152.71615600585938,0.0035231176457789317
2021-09-01,152.71615600585938,153.76217651367188,0.006849442358753232
2021-09-02,153.76217651367188,153.85888671875,0.0006289596523077699
2021-09-03,153.85888671875,151.468017578125,-0.015539363319295596
2021-09-07,151.468017578125,151.09886169433594,-0.0024371870028513263
2021-09-08,151.09886169433594,147.73228454589844,-0.0222806254837835
2021-09-09,147.73228454589844,146.76539611816406,-0.00654486885318541
2021-09-10,146.76539611816406,145.73696899414062,-0.007007286126188956
2021-09-13,145.73696899414062,144.85801696777344,-0.00603108485399148
2021-09-14,144.85801696777344,145.40301513671875,0.003762292072979007
2021-09-15,145.40301513671875,145.2271728515625,-0.0012093441459306053
2021-09-16,145.2271728515625,144.81407165527344,-0.002844517235843292
2021-09-17,144.81407165527344,143.98776245117188,-0.005706000768133725
2021-09-20,143.98776245117188,144.6206512451172,0.00439543460618699
2021-09-21,144.6206512451172,144.09326171875,-0.0036467096630156664
2021-09-22,144.09326171875,144.9107666015625,0.005673442831824821
2021-09-23,144.9107666015625,144.47122192382812,-0.0030332092503721226
2021-09-24,144.47122192382812,143.42523193359375,-0.007240126969964088
2021-09-27,143.42523193359375,143.10879516601562,-0.002206283812911218
2021-09-28,143.10879516601562,144.17239379882812,0.007432098296814361
2021-09-29,144.17239379882812,141.9573211669922,-0.015364055305391915
2021-09-30,141.9573211669922,141.05194091796875,-0.006377834137616538
2021-10-01,141.05194091796875,139.95321655273438,-0.0077895019244957255
2021-10-04,139.95321655273438,140.2696075439453,0.002260691100956021
2021-10-05,140.2696075439453,140.5596923828125,0.0020680519746681856
2021-10-06,140.5596923828125,141.81668090820312,0.00894273816399109
2021-10-07,141.81668090820312,141.456298828125,-0.0025411825870568614
2021-10-08,141.456298828125,140.8585968017578,-0.004225347554819168
2021-10-11,140.8585968017578,138.60833740234375,-0.015975307510559988
2021-10-12,138.60833740234375,139.9356689453125,0.009576130612661875
2021-10-13,139.9356689453125,140.7355194091797,0.005715844072462845
2021-10-14,140.7355194091797,141.78152465820312,0.007432418293652244
2021-10-15,141.78152465820312,140.7443084716797,-0.007315594814090799
2021-10-18,140.7443084716797,144.04049682617188,0.023419691995257064
2021-10-19,144.04049682617188,143.96141052246094,-0.0005490560325293718
2021-10-20,143.96141052246094,143.62741088867188,-0.002320063637727082
